FullyPaid, IntRate ,Installment,logannual.inc,FICO,RevBal,Purpose,,
No, 0.09 ,207.66,10.35456317,747,2530,debt_consolidation,,
Yes, 0.13 ,504.27,11.53272809,722,2,debt_consolidation,,
Yes, 0.12 ,399.78,10.49127422,677,24029,all_other,,
Yes, 0.09 ,63.9,10.94192512,787,21,major_purchase,,
Yes, 0.14 ,684.58,11.35035948,702,17811,all_other,,
Yes, 0.12 ,499.73,11.91839057,752,0,all_other,,
No, 0.14 ,240.15,10.37349118,682,5999,debt_consolidation,,
Yes, 0.10 ,248.74,10.79957558,737,6720,all_other,,
Yes, 0.16 ,281.26,10.55581274,667,3292,all_other,,
No, 0.16 ,527.36,11.03488966,687,15896,debt_consolidation,,
Yes, 0.17 ,567.52,11.15625052,667,438,small_business,,
Yes, 0.15 ,693.83,11.28230402,682,18636,debt_consolidation,,
Yes, 0.15 ,552.59,10.9040459,682,17436,debt_consolidation,,
Yes, 0.13 ,836.66,11.91839057,762,14911,home_improvement,,
Yes, 0.14 ,498.55,10.30895266,697,20392,debt_consolidation,,
No, 0.13 ,287.05,11.22524339,697,30532,debt_consolidation,,
No, 0.07 ,248.37,11.08220409,727,31939,all_other,,
Yes, 0.08 ,188.02,10.70324447,752,5970,debt_consolidation,,
Yes, 0.13 ,447.78,10.59663473,727,9721,debt_consolidation,,
Yes, 0.10 ,160.48,11.46167427,727,9347,credit_card,,
Yes, 0.12 ,348.23,11.6351431,727,13610,credit_card,,
No, 0.15 ,51.81,10.5454467,667,1781,all_other,,
Yes, 0.09 ,159.74,10.81977828,737,7170,small_business,,
Yes, 0.12 ,530.63,11.35040654,757,29204,small_business,,
No, 0.14 ,274.45,10.57387775,737,16090,small_business,,
Yes, 0.08 ,49.91,10.04324949,757,2753,major_purchase,,
Yes, 0.07 ,372.55,10.81985828,742,56348,all_other,,
Yes, 0.10 ,417.23,10.6454249,787,0,small_business,,
Yes, 0.13 ,379.92,11.22524339,702,11197,debt_consolidation,,
Yes, 0.09 ,319.47,10.91508846,782,99,all_other,,
No, 0.13 ,251,10.59663473,787,298,small_business,,
Yes, 0.12 ,331.64,10.87804719,727,4435,all_other,,
No, 0.16 ,113.76,9.392661929,672,3352,educational,,
Yes, 0.13 ,407.08,11.12726298,697,43863,debt_consolidation,,
Yes, 0.13 ,235.33,11.01039864,682,3706,all_other,,
Yes, 0.13 ,405.25,10.91508846,707,9030,major_purchase,,
Yes, 0.08 ,313.37,11.35035948,772,2227,all_other,,
No, 0.14 ,286.24,10.71441777,697,1924,debt_consolidation,,
Yes, 0.10 ,481.42,11.51292546,802,21267,small_business,,
Yes, 0.10 ,160.48,11.24300472,722,2602,all_other,,
Yes, 0.16 ,529.71,11.08214255,672,7467,all_other,,
Yes, 0.12 ,158.25,10.71894086,747,26272,all_other,,
Yes, 0.16 ,280.02,11.28978191,662,10702,debt_consolidation,,
Yes, 0.08 ,311.91,10.08580911,737,400,all_other,,
Yes, 0.12 ,666.3,11.35040654,787,13893,small_business,,
No, 0.09 ,527.13,11.05885818,732,41921,all_other,,
Yes, 0.09 ,233.22,10.30895266,737,8351,debt_consolidation,,
Yes, 0.15 ,416.3,10.27505111,672,4770,small_business,,
Yes, 0.16 ,525.03,11.6351431,757,50910,debt_consolidation,,
Yes, 0.14 ,232.76,10.53209621,707,1356,small_business,,
Yes, 0.13 ,669.33,11.12726298,732,25313,debt_consolidation,,
Yes, 0.12 ,599.67,10.86906356,742,17064,debt_consolidation,,
Yes, 0.13 ,117.14,10.46310334,707,7730,credit_card,,
Yes, 0.13 ,362.19,10.91508846,702,20854,credit_card,,
No, 0.13 ,101.77,11.09741002,687,15093,debt_consolidation,,
No, 0.15 ,120.88,11.49264112,672,36162,all_other,,
Yes, 0.08 ,100.28,10.69194491,742,849,small_business,,
Yes, 0.08 ,470.05,11.16336799,727,8952,all_other,,
Yes, 0.13 ,806.83,11.22524339,772,7815,small_business,,
Yes, 0.15 ,386.82,11.06350847,687,10673,all_other,,
Yes, 0.16 ,245.02,10.73639668,677,5546,debt_consolidation,,
Yes, 0.10 ,320.95,10.54442628,737,1571,debt_consolidation,,
Yes, 0.16 ,247.2,10.91508846,662,4747,debt_consolidation,,
Yes, 0.08 ,172.35,10.37361617,757,6860,debt_consolidation,,
Yes, 0.13 ,168.86,10.40426284,697,4536,debt_consolidation,,
Yes, 0.16 ,245.02,10.13459927,662,4748,all_other,,
No, 0.13 ,844.26,11.73606902,727,14323,credit_card,,
Yes, 0.12 ,632.99,11.56171563,752,49836,small_business,,
Yes, 0.18 ,290.07,11.22524339,662,8111,debt_consolidation,,
Yes, 0.12 ,198.99,11.09741002,722,18136,all_other,,
Yes, 0.16 ,404.31,10.46104751,662,22416,debt_consolidation,,
Yes, 0.13 ,537.89,10.64304111,717,16016,debt_consolidation,,
Yes, 0.13 ,237.46,10.52191119,707,3915,debt_consolidation,,
No, 0.12 ,258.2,10.63825641,717,14610,credit_card,,
Yes, 0.08 ,263.23,11.15625052,777,1506,all_other,,
Yes, 0.08 ,172.35,11.30220443,782,4590,all_other,,
Yes, 0.13 ,168.09,10.30895266,757,724,all_other,,
No, 0.13 ,337.71,10.71441777,732,2025,all_other,,
No, 0.08 ,374.29,11.15619338,722,16810,all_other,,
Yes, 0.10 ,215.04,9.510444964,807,35,major_purchase,,
Yes, 0.08 ,125.35,11.15619338,757,3008,home_improvement,,
Yes, 0.13 ,407.08,11.00209984,697,12540,debt_consolidation,,
Yes, 0.10 ,385.14,10.91567011,757,25133,credit_card,,
Yes, 0.16 ,331.95,10.81977828,692,4700,all_other,,
No, 0.14 ,342.29,11.98292909,677,10843,all_other,,
No, 0.13 ,407.08,10.14909685,722,11377,debt_consolidation,,
Yes, 0.10 ,320.95,10.82536266,737,1251,debt_consolidation,,
No, 0.15 ,477.01,10.30895266,687,5269,small_business,,
Yes, 0.12 ,499.73,11.54600234,772,11700,small_business,,
Yes, 0.13 ,84.05,10.66895539,687,1580,debt_consolidation,,
Yes, 0.13 ,339.23,11.22524339,732,26694,debt_consolidation,,
Yes, 0.13 ,504.27,11.08214255,717,27201,credit_card,,
Yes, 0.10 ,320.95,10.59663473,742,7108,debt_consolidation,,
Yes, 0.14 ,687.66,12.46458334,697,58981,major_purchase,,
Yes, 0.08 ,156.69,10.91508846,757,1012,all_other,,
Yes, 0.12 ,666.3,10.84933709,782,99,all_other,,
No, 0.15 ,104.54,11.00209984,672,1048,all_other,,
Yes, 0.15 ,276.3,10.30895266,677,21202,debt_consolidation,,
Yes, 0.09 ,313.08,10.4341158,747,16248,debt_consolidation,,
Yes, 0.09 ,159.74,10.1266311,777,3901,home_improvement,,
Yes, 0.13 ,672.36,11.38495936,787,45210,all_other,,
No, 0.17 ,894.61,12.4874851,692,35172,debt_consolidation,,
Yes, 0.14 ,687.66,11.1844214,697,18789,debt_consolidation,,
Yes, 0.12 ,399.78,11.00209984,742,24904,credit_card,,
Yes, 0.14 ,410.75,11.03817459,682,4532,debt_consolidation,,
Yes, 0.16 ,474.97,11.38287373,662,6021,debt_consolidation,,
Yes, 0.14 ,391.87,10.7342204,697,11361,debt_consolidation,,
Yes, 0.10 ,224.66,11.42958733,757,962,home_improvement,,
Yes, 0.15 ,690.74,10.71441777,697,1483,all_other,,
Yes, 0.06 ,91.27,9.793449447,727,859,educational,,
Yes, 0.17 ,356.27,11.00209984,662,6070,small_business,,
Yes, 0.14 ,340.76,10.4487146,692,8316,credit_card,,
Yes, 0.12 ,399.6,11.04852212,712,16353,all_other,,
Yes, 0.13 ,67.85,9.884916167,692,6191,all_other,,
Yes, 0.10 ,513.51,11.69524702,802,8823,small_business,,
Yes, 0.13 ,242.05,10.81985828,702,19434,debt_consolidation,,
No, 0.13 ,301.2,11.4294569,722,42813,home_improvement,,
Yes, 0.15 ,207.87,11.20504069,662,14417,all_other,,
Yes, 0.13 ,542.77,12.25486281,707,46392,home_improvement,,
Yes, 0.15 ,190.81,10.66904841,667,1953,all_other,,
Yes, 0.09 ,191.69,11.1124479,747,42518,credit_card,,
Yes, 0.09 ,191.69,10.95080655,777,14650,all_other,,
Yes, 0.13 ,167.34,11.56171563,707,70432,small_business,,
Yes, 0.12 ,666.3,11.69524702,782,3606,small_business,,
Yes, 0.15 ,260.19,12.36563722,672,82153,all_other,,
Yes, 0.14 ,51.58,11.23537852,677,457,all_other,,
No, 0.15 ,294.88,9.998797732,672,11131,debt_consolidation,,
No, 0.13 ,187.42,10.46310334,702,15341,major_purchase,,
Yes, 0.11 ,312.21,11.1844214,747,700,all_other,,
Yes, 0.13 ,303.94,10.59663473,727,1813,all_other,,
Yes, 0.13 ,244.25,11.39075783,687,28767,debt_consolidation,,
Yes, 0.15 ,156.12,11.31447453,667,0,major_purchase,,
No, 0.14 ,329.46,10.71441777,682,13575,debt_consolidation,,
Yes, 0.13 ,284.95,11.03488966,692,9631,debt_consolidation,,
Yes, 0.13 ,814.15,11.51292546,737,5,small_business,,
Yes, 0.14 ,511.14,10.96819829,707,15166,credit_card,,
Yes, 0.14 ,55.02,10.15424627,692,0,home_improvement,,
Yes, 0.12 ,333.15,9.952277717,717,6711,all_other,,
No, 0.13 ,413.69,10.08580911,707,4850,small_business,,
Yes, 0.12 ,528.22,12.61153775,697,41491,all_other,,
Yes, 0.14 ,238.53,10.20359214,697,7494,debt_consolidation,,
No, 0.14 ,676.02,11.08214255,702,11667,debt_consolidation,,
Yes, 0.13 ,169.62,11.28983191,697,3048,all_other,,
Yes, 0.13 ,506.56,11.20504069,727,49542,credit_card,,
Yes, 0.09 ,319.47,10.47344963,762,12255,debt_consolidation,,
Yes, 0.09 ,63.9,11.06663836,742,0,small_business,,
No, 0.14 ,171.92,11.58084576,697,4233,small_business,,
Yes, 0.14 ,164.3,10.50232405,672,8038,debt_consolidation,,
Yes, 0.09 ,255.58,11.81303006,752,79821,all_other,,
Yes, 0.12 ,663.28,10.70548914,772,22828,all_other,,
Yes, 0.14 ,681.51,11.84220043,712,7629,all_other,,
Yes, 0.08 ,124.77,10.54534144,802,3199,debt_consolidation,,
No, 0.13 ,836.66,11.65268741,762,30215,all_other,,
Yes, 0.14 ,170.38,10.43857643,692,445,debt_consolidation,,
Yes, 0.08 ,313.37,11.00209984,792,1858,all_other,,
Yes, 0.16 ,420.02,10.73630972,667,7805,debt_consolidation,,
Yes, 0.10 ,385.14,11.22524339,757,2300,all_other,,
Yes, 0.14 ,436.17,11.59910316,702,39311,credit_card,,
Yes, 0.08 ,194.95,10.66895539,797,2094,small_business,,
No, 0.16 ,353.14,10.77895629,672,3996,debt_consolidation,,
Yes, 0.11 ,170.12,11.30220443,692,25972,all_other,,
No, 0.16 ,527.36,10.81977828,702,5918,small_business,,
Yes, 0.12 ,238.79,10.69203582,712,9144,credit_card,,
Yes, 0.12 ,198.99,11.15625052,722,4965,all_other,,
Yes, 0.13 ,336.18,11.7905572,712,3462,credit_card,,
No, 0.15 ,172.69,10.95080655,687,3335,educational,,
Yes, 0.12 ,199.89,10.59663473,747,297,major_purchase,,
Yes, 0.16 ,210.01,10.858999,667,7160,debt_consolidation,,
Yes, 0.13 ,432.26,11.03488966,707,6214,debt_consolidation,,
Yes, 0.13 ,560.56,10.71441777,712,11860,debt_consolidation,,
Yes, 0.14 ,170.38,10.4487146,697,693,debt_consolidation,,
Yes, 0.16 ,141.26,11.48246626,667,34008,debt_consolidation,,
Yes, 0.15 ,414.45,10.93489109,677,7810,debt_consolidation,,
Yes, 0.13 ,405.25,11.33857208,702,15127,debt_consolidation,,
Yes, 0.13 ,324.2,10.69194491,702,7491,debt_consolidation,,
Yes, 0.15 ,684.73,10.84534856,687,43620,credit_card,,
Yes, 0.15 ,442.08,11.22524339,692,24769,credit_card,,
Yes, 0.08 ,222.49,11.08220409,757,4409,debt_consolidation,,
No, 0.14 ,313.2,11.51292546,692,46268,debt_consolidation,,
Yes, 0.12 ,414.55,11.00209984,737,12663,credit_card,,
Yes, 0.15 ,139.39,10.23995979,672,4071,debt_consolidation,,
Yes, 0.17 ,533.43,11.98292909,682,15214,debt_consolidation,,
Yes, 0.11 ,654.28,11.11167148,777,12683,home_improvement,,
No, 0.16 ,385.02,11.15625052,662,9649,home_improvement,,
Yes, 0.16 ,706.59,11.51288546,677,22739,debt_consolidation,,
Yes, 0.08 ,150.42,11.03488966,787,3473,home_improvement,,
Yes, 0.13 ,336.18,10.77895629,707,7350,all_other,,
Yes, 0.15 ,690.74,11.26446411,687,19367,debt_consolidation,,
Yes, 0.13 ,401.6,10.49127422,712,13376,all_other,,
No, 0.13 ,379.94,11.71095632,722,0,educational,,
Yes, 0.10 ,433.28,10.89673933,757,18116,small_business,,
Yes, 0.08 ,165.32,10.33946893,812,1674,debt_consolidation,,
Yes, 0.13 ,50.66,10.30895266,682,10926,all_other,,
Yes, 0.14 ,192.55,10.38899537,672,3805,all_other,,
Yes, 0.12 ,333.15,11.22524339,712,9484,credit_card,,
Yes, 0.17 ,150.3,10.66895539,662,9753,debt_consolidation,,
No, 0.14 ,410.75,11.42954386,692,752,small_business,,
Yes, 0.15 ,138.77,9.998797732,667,555,all_other,,
No, 0.16 ,328.14,10.59663473,662,4485,all_other,,
Yes, 0.09 ,263.57,10.5865844,757,29576,credit_card,,
Yes, 0.14 ,481.36,10.52268675,682,1840,debt_consolidation,,
Yes, 0.13 ,560.56,11.00209984,727,25409,home_improvement,,
Yes, 0.17 ,687.06,10.97934285,677,20732,debt_consolidation,,
Yes, 0.12 ,266.52,11.1844214,782,54855,debt_consolidation,,
Yes, 0.08 ,156.69,11.27720313,782,33,all_other,,
Yes, 0.07 ,543.3,11.67419361,762,3524,all_other,,
Yes, 0.12 ,149.92,10.78931908,712,5198,major_purchase,,
Yes, 0.09 ,255.58,10.81408209,762,1575,all_other,,
Yes, 0.17 ,675.68,10.81977828,667,9246,debt_consolidation,,
Yes, 0.15 ,209.08,11.38531934,662,24214,debt_consolidation,,
Yes, 0.09 ,159.74,10.75363848,792,1767,all_other,,
Yes, 0.08 ,375.37,11.60823564,762,12311,debt_consolidation,,
Yes, 0.13 ,407.08,11.28978191,692,8762,small_business,,
Yes, 0.13 ,290.43,10.73639668,702,553,small_business,,
Yes, 0.14 ,68.16,10.88025231,692,16306,credit_card,,
Yes, 0.14 ,55.02,8.998136761,682,2816,all_other,,
No, 0.10 ,144.43,10.54534144,747,752,all_other,,
No, 0.14 ,524.34,11.00209984,712,51790,debt_consolidation,,
Yes, 0.15 ,519.21,10.59653473,662,15586,debt_consolidation,,
Yes, 0.16 ,140.63,9.775654181,677,301,all_other,,
Yes, 0.12 ,596.96,11.1844214,747,23518,debt_consolidation,,
Yes, 0.15 ,174.24,10.54534144,702,260,all_other,,
Yes, 0.15 ,867.29,11.69524702,712,3173,all_other,,
Yes, 0.15 ,313.62,10.46310334,712,8534,all_other,,
Yes, 0.13 ,234.27,10.12647109,717,4702,debt_consolidation,,
Yes, 0.16 ,457.05,10.67359577,672,2350,debt_consolidation,,
Yes, 0.09 ,287.53,11.62625415,802,1074,small_business,,
Yes, 0.15 ,138.15,10.16600565,672,2229,debt_consolidation,,
Yes, 0.10 ,320.95,10.6454249,752,974,home_improvement,,
Yes, 0.16 ,351.58,11.38504664,662,12125,all_other,,
Yes, 0.16 ,699.73,11.00209984,742,24030,small_business,,
No, 0.17 ,354.7,10.16585182,687,5785,all_other,,
No, 0.14 ,51.58,11.00209984,667,2287,all_other,,
Yes, 0.13 ,216.13,11.28978191,697,22630,credit_card,,
Yes, 0.14 ,306.68,11.28978191,697,3230,all_other,,
Yes, 0.08 ,313.37,12.10071213,772,22141,all_other,,
Yes, 0.10 ,449.32,11.73606902,747,17649,debt_consolidation,,
Yes, 0.10 ,307.31,10.95073637,717,8305,all_other,,
Yes, 0.14 ,684.58,11.60823564,702,25277,credit_card,,
Yes, 0.08 ,86.56,9.823361508,762,1223,debt_consolidation,,
Yes, 0.14 ,123.23,10.51867319,697,3437,debt_consolidation,,
Yes, 0.13 ,504.27,11.35040654,722,27662,small_business,,
Yes, 0.15 ,143.97,9.392661929,682,1950,debt_consolidation,,
Yes, 0.14 ,123.23,10.30895266,727,1,small_business,,
No, 0.13 ,67.55,10.1266311,687,635,debt_consolidation,,
Yes, 0.15 ,334.53,11.15625052,667,22875,debt_consolidation,,
Yes, 0.10 ,320.95,10.77895629,742,9660,credit_card,,
Yes, 0.08 ,249.53,10.81977828,722,9287,debt_consolidation,,
Yes, 0.09 ,255.58,10.69194491,762,24142,debt_consolidation,,
Yes, 0.13 ,223.89,10.54534144,687,2415,home_improvement,,
Yes, 0.08 ,313.37,11.3736634,797,33850,debt_consolidation,,
Yes, 0.08 ,280.97,11.77535127,777,6638,home_improvement,,
Yes, 0.15 ,95.83,11.28978191,687,64,major_purchase,,
Yes, 0.17 ,425.64,11.47210347,672,24249,small_business,,
Yes, 0.08 ,282.03,10.95080655,772,57033,all_other,,
Yes, 0.10 ,48.15,10.08580911,757,0,educational,,
No, 0.13 ,117.14,11.75978554,702,16146,all_other,,
Yes, 0.12 ,198.99,10.46321762,737,1003,major_purchase,,
No, 0.13 ,201.71,10.35774282,742,7699,all_other,,
Yes, 0.14 ,226.93,10.30895266,697,6593,debt_consolidation,,
Yes, 0.15 ,104.08,10.63585545,662,4285,major_purchase,,
No, 0.13 ,676.02,11.26446411,727,5142,debt_consolidation,,
Yes, 0.13 ,127.18,10.51856508,732,168,debt_consolidation,,
Yes, 0.13 ,215.16,10.1266311,702,4072,debt_consolidation,,
Yes, 0.16 ,439.66,10.66886237,667,7722,debt_consolidation,,
Yes, 0.13 ,672.36,10.6454249,752,1954,home_improvement,,
Yes, 0.13 ,133.87,11.31442574,702,36462,debt_consolidation,,
Yes, 0.13 ,602.4,11.58988651,727,14191,educational,,
Yes, 0.07 ,111.77,10.694079,772,1060,all_other,,
Yes, 0.08 ,188.02,10.57131693,752,4487,debt_consolidation,,
Yes, 0.12 ,281.9,10.71441777,732,14439,debt_consolidation,,
No, 0.12 ,50.58,11.5002049,677,36192,all_other,,
No, 0.13 ,168.09,10.97002421,767,11,all_other,,
Yes, 0.12 ,333.15,10.46310334,717,9985,debt_consolidation,,
Yes, 0.14 ,272.61,12.06155541,687,14324,home_improvement,,
Yes, 0.14 ,51.58,10.93596004,672,15198,major_purchase,,
Yes, 0.10 ,481.42,10.77895629,712,10,all_other,,
Yes, 0.17 ,141,11.47210347,682,39502,debt_consolidation,,
Yes, 0.13 ,504.27,10.91508846,712,9483,debt_consolidation,,
Yes, 0.10 ,304.9,10.91508846,747,28962,all_other,,
Yes, 0.08 ,124.77,10.49957302,742,1410,all_other,,
Yes, 0.14 ,110.03,10.57131693,687,6039,all_other,,
Yes, 0.16 ,421.89,10.81985828,662,11660,debt_consolidation,,
Yes, 0.12 ,497.46,11.77528973,747,9642,all_other,,
Yes, 0.08 ,31.34,10.1266311,742,3106,all_other,,
Yes, 0.08 ,175.49,11.22524339,782,0,all_other,,
Yes, 0.12 ,399.78,11.00209984,727,19817,debt_consolidation,,
Yes, 0.12 ,326.49,11.17043516,722,9630,credit_card,,
Yes, 0.14 ,246.45,10.66886237,702,1621,all_other,,
Yes, 0.12 ,212.25,11.00209984,797,3391,all_other,,
Yes, 0.08 ,188.02,11.28978191,757,12454,all_other,,
Yes, 0.12 ,116.61,11.12732181,727,53059,small_business,,
Yes, 0.15 ,345.37,11.73610102,677,12403,debt_consolidation,,
Yes, 0.08 ,155.96,10.37349118,782,695,all_other,,
Yes, 0.12 ,273.19,10.4341158,732,6383,small_business,,
Yes, 0.14 ,109.24,11.1844214,677,2596,all_other,,
Yes, 0.13 ,252.14,10.46321762,707,10638,debt_consolidation,,
Yes, 0.15 ,41.45,9.814656339,687,1716,all_other,,
Yes, 0.14 ,85.19,10.15812977,677,1838,all_other,,
Yes, 0.09 ,319.47,12.01971897,752,56153,home_improvement,,
Yes, 0.13 ,287.05,10.37349118,697,9172,debt_consolidation,,
Yes, 0.13 ,202.63,11.15625052,692,22713,debt_consolidation,,
Yes, 0.13 ,33.62,10.08580911,687,2533,all_other,,
Yes, 0.09 ,95.85,10.08580911,762,1870,small_business,,
Yes, 0.08 ,187.15,12.20609265,712,7926,all_other,,
Yes, 0.08 ,250.69,10.52002363,712,12269,all_other,,
Yes, 0.13 ,181.54,10.46310334,707,7828,debt_consolidation,,
Yes, 0.13 ,305.31,11.1844214,687,8081,debt_consolidation,,
Yes, 0.09 ,255.58,11.08214255,782,3845,debt_consolidation,,
Yes, 0.12 ,499.73,11.29725393,742,11774,debt_consolidation,,
No, 0.16 ,285.66,11.08214255,702,21438,debt_consolidation,,
Yes, 0.08 ,156.69,10.91501573,762,6576,debt_consolidation,,
Yes, 0.16 ,192.51,11.12726298,662,10311,home_improvement,,
Yes, 0.14 ,198.53,11.35040654,687,6419,debt_consolidation,,
Yes, 0.12 ,666.3,11.66137995,807,0,home_improvement,,
Yes, 0.13 ,605.13,10.31374118,727,22099,debt_consolidation,,
Yes, 0.21 ,902.54,11.69065315,667,45414,credit_card,,
Yes, 0.08 ,77.98,11.05089001,747,27222,all_other,,
Yes, 0.10 ,346.62,11.58058411,737,4229,debt_consolidation,,
Yes, 0.15 ,268.53,10.4341158,677,22556,small_business,,
Yes, 0.12 ,506.39,10.858999,737,32709,credit_card,,
Yes, 0.12 ,263.19,10.81977828,737,2140,all_other,,
Yes, 0.10 ,192.57,11.17883639,777,257,all_other,,
Yes, 0.14 ,238.53,11.15625052,682,8299,all_other,,
Yes, 0.09 ,325.86,11.57119437,767,9943,debt_consolidation,,
No, 0.08 ,313.37,10.34817337,772,944,debt_consolidation,,
Yes, 0.15 ,139.39,9.996431298,662,370,debt_consolidation,,
Yes, 0.12 ,464.3,10.37349118,737,4577,debt_consolidation,,
Yes, 0.16 ,215.34,11.1123882,667,5636,debt_consolidation,,
Yes, 0.13 ,202.63,10.7701888,687,18634,debt_consolidation,,
Yes, 0.14 ,115.86,11.05089001,692,18212,credit_card,,
Yes, 0.10 ,115.54,11.31812639,762,849,all_other,,
Yes, 0.12 ,233.21,9.210340372,717,0,educational,,
Yes, 0.13 ,200.8,10.89673933,742,1510,all_other,,
Yes, 0.07 ,111.77,10.6454249,772,2521,all_other,,
Yes, 0.08 ,238.16,10.40426284,777,1805,debt_consolidation,,
Yes, 0.10 ,481.42,11.22524339,787,5544,debt_consolidation,,
No, 0.18 ,790.73,12.21602298,667,31008,debt_consolidation,,
Yes, 0.12 ,266.52,10.46310334,732,2722,small_business,,
Yes, 0.12 ,397.97,11.46154796,742,14989,debt_consolidation,,
No, 0.14 ,340.76,10.49127422,732,6729,home_improvement,,
Yes, 0.15 ,448.98,10.46310334,677,21124,debt_consolidation,,
Yes, 0.16 ,367.52,11.00209984,677,24151,all_other,,
Yes, 0.13 ,506.56,10.34174248,757,4923,debt_consolidation,,
Yes, 0.14 ,513.44,11.05089001,702,26803,debt_consolidation,,
Yes, 0.13 ,228.61,9.903487553,687,7783,educational,,
Yes, 0.09 ,415.31,11.40756495,782,9957,debt_consolidation,,
Yes, 0.08 ,250.69,11.51288546,712,5262,all_other,,
Yes, 0.12 ,533.04,10.96819829,772,10144,small_business,,
Yes, 0.10 ,256.76,10.83958091,792,132,all_other,,
Yes, 0.13 ,515,11.1844214,722,6759,small_business,,
Yes, 0.09 ,76.68,10.90595598,737,2184,credit_card,,
Yes, 0.13 ,508.84,10.6454249,712,8644,home_improvement,,
Yes, 0.10 ,102.71,10.63933496,717,6479,credit_card,,
Yes, 0.08 ,338.43,11.81303006,792,10232,home_improvement,,
Yes, 0.14 ,343.83,10.91508846,682,20344,debt_consolidation,,
No, 0.13 ,378.23,11.06350847,732,8897,small_business,,
Yes, 0.14 ,469.33,11.06563786,682,34847,credit_card,,
Yes, 0.13 ,324.2,9.998797732,732,11246,home_improvement,,
Yes, 0.14 ,163.57,11.25609586,677,19146,credit_card,,
Yes, 0.13 ,334.67,11.40756495,762,28872,all_other,,
Yes, 0.12 ,149.24,10.87221892,722,850,all_other,,
Yes, 0.10 ,449.32,11.22524339,812,45050,all_other,,
Yes, 0.16 ,112.51,9.903487553,677,1715,educational,,
Yes, 0.08 ,156.69,10.4341158,767,5748,credit_card,,
Yes, 0.12 ,165.82,10.11633831,717,9764,all_other,,
Yes, 0.09 ,95.85,10.87804719,782,722,debt_consolidation,,
Yes, 0.15 ,621.67,10.93310697,682,18451,credit_card,,
Yes, 0.14 ,136.92,11.22524339,672,6855,educational,,
Yes, 0.12 ,346.48,11.32962743,722,17610,credit_card,,
Yes, 0.12 ,58.04,10.8620712,712,3002,credit_card,,
Yes, 0.09 ,247.59,11.30220443,757,18540,credit_card,,
Yes, 0.18 ,503.19,11.36210258,662,18991,debt_consolidation,,
Yes, 0.13 ,165.38,10.53209621,692,10800,debt_consolidation,,
Yes, 0.12 ,464.3,11.58988651,732,47016,home_improvement,,
Yes, 0.13 ,254.42,11.08214255,722,40310,debt_consolidation,,
Yes, 0.13 ,409.62,11.63539085,707,20460,all_other,,
Yes, 0.10 ,256.76,10.71441777,777,25,home_improvement,,
No, 0.16 ,87.51,10.3768605,667,8072,educational,,
Yes, 0.17 ,521.56,12.10071213,677,67579,debt_consolidation,,
No, 0.13 ,271.39,10.55093105,687,5545,credit_card,,
Yes, 0.13 ,106.01,10.81977828,682,13427,debt_consolidation,,
Yes, 0.13 ,324.2,10.46310334,697,14852,debt_consolidation,,
Yes, 0.10 ,481.42,10.6666271,777,4963,credit_card,,
Yes, 0.14 ,67.3,11.33260191,677,11386,all_other,,
Yes, 0.09 ,223.63,10.30895266,737,5842,debt_consolidation,,
No, 0.13 ,317.44,10.96812932,712,23802,debt_consolidation,,
Yes, 0.12 ,594.25,11.49272276,752,7921,small_business,,
Yes, 0.15 ,55.26,9.210340372,667,5704,credit_card,,
Yes, 0.10 ,224.66,10.77895629,757,2108,all_other,,
Yes, 0.13 ,67.24,9.61580548,707,1545,all_other,,
Yes, 0.13 ,405.25,10.44278401,687,5244,debt_consolidation,,
Yes, 0.09 ,383.37,10.89673933,787,5300,credit_card,,
